Customer ID,Name,Surname,Gender,Age,Region,Job Classification,Date Joined,Balance
100000187,Emma,Parr,Female,46,England,White Collar,8-Apr,40685.39
100000188,Pippa,Mathis,Female,29,England,White Collar,8-Apr,22659.88
100000189,Wendy,Morrison,Female,40,England,White Collar,8-Apr,9431.04
100000190,Vanessa,Avery,Female,25,England,Other,8-Apr,58714.66
200000191,Jason,Fisher,Male,51,Scotland,Blue Collar,8-Apr,1239.6
100000192,Oliver,Blake,Male,39,England,White Collar,9-Apr,48396.17
100000193,Jane,Wright,Female,44,England,Other,10-Apr,12283.3
100000194,James,McGrath,Male,40,England,White Collar,10-Apr,29331.41
100000195,Amanda,Young,Female,35,England,White Collar,10-Apr,16390.11
100000196,Jennifer,Slater,Female,32,England,White Collar,10-Apr,87203.66
100000197,Blake,Ross,Male,38,England,Blue Collar,11-Apr,3141.6
100000198,Tim,North,Male,29,England,White Collar,11-Apr,2299.26
100000199,Jasmine,Terry,Female,31,England,Blue Collar,11-Apr,44162.06
100000200,Karen,Mackenzie,Female,47,England,White Collar,11-Apr,90868.86
100000201,Oliver,Dickens,Male,34,England,Other,12-Apr,37985.15
100000202,Fiona,Underwood,Female,37,England,White Collar,12-Apr,54630.38
100000203,Yvonne,Arnold,Female,40,England,White Collar,12-Apr,60648.52
100000204,Fiona,Vance,Female,26,England,White Collar,12-Apr,18894.19
100000205,Anna,Lee,Female,25,England,Blue Collar,12-Apr,79603.36
100000206,Wanda,Short,Female,36,England,White Collar,12-Apr,109026.81
100000207,Blake,Berry,Male,41,England,White Collar,12-Apr,73998.37
100000208,Phil,Lewis,Male,39,England,White Collar,12-Apr,3734.24
100000209,Christian,Sharp,Male,39,England,Blue Collar,12-Apr,23322.33
200000210,Blake,Rutherford,Male,44,Scotland,Blue Collar,12-Apr,64482.16
100000211,Robert,Wright,Male,39,England,White Collar,13-Apr,52505.16
100000212,Eric,North,Male,34,England,White Collar,13-Apr,16569.82
100000213,Tracey,Grant,Female,29,England,Blue Collar,13-Apr,21065.22
100000214,Faith,McDonald,Female,21,England,Other,13-Apr,13487.9
100000215,Alan,Murray,Male,39,England,Blue Collar,13-Apr,34338.84
100000216,Nathan,Turner,Male,38,England,White Collar,13-Apr,48146.54
100000217,Carolyn,Hart,Female,28,England,White Collar,13-Apr,27008.87
100000218,Theresa,Grant,Female,29,England,White Collar,14-Apr,29907.72
100000219,Alexander,Ince,Male,25,England,White Collar,14-Apr,31660.86
100000220,Maria,Simpson,Female,38,England,Other,14-Apr,33509.17
100000221,Sally,Arnold,Female,45,England,Blue Collar,14-Apr,2575.63
100000222,Jessica,Morrison,Female,33,England,White Collar,14-Apr,4072.58
100000223,Lucas,Langdon,Male,32,England,White Collar,14-Apr,15375.41
100000224,Christian,Baker,Male,43,England,White Collar,14-Apr,18103.72
100000225,Piers,White,Male,31,England,White Collar,14-Apr,63230.57
100000226,Gordon,Fraser,Male,40,England,White Collar,14-Apr,9875.43
100000227,Connor,Gill,Male,29,England,Other,15-Apr,106172.13
100000228,Virginia,Howard,Female,37,England,White Collar,15-Apr,4611.5
100000229,Yvonne,Johnston,Female,36,England,White Collar,15-Apr,42635.27
100000230,Dan,Terry,Male,42,England,White Collar,15-Apr,51923.76
100000231,Audrey,McGrath,Female,45,England,White Collar,15-Apr,39249.25
100000232,Trevor,King,Male,41,England,Blue Collar,15-Apr,57762.79
100000233,Stewart,Pullman,Male,42,England,White Collar,16-Apr,63869.71
100000234,Brian,Mackay,Male,42,England,White Collar,16-Apr,10199.66
100000235,Jessica,James,Female,40,England,White Collar,16-Apr,47518.92
100000236,Carol,Blake,Female,43,England,White Collar,16-Apr,25542.15
100000237,Alison,Hudson,Female,43,England,White Collar,16-Apr,23887.45
300000238,Dorothy,Miller,Female,27,Wales,Other,16-Apr,39264.03
100000239,Natalie,Welch,Female,35,England,White Collar,17-Apr,11880.47
100000240,John,Baker,Male,32,England,White Collar,17-Apr,50658.95
100000241,Oliver,Powell,Male,43,England,White Collar,17-Apr,14946.79
100000242,Amanda,Rees,Female,34,England,Blue Collar,17-Apr,57148.41
100000243,Paul,Davies,Male,47,England,Blue Collar,17-Apr,116144.95
100000244,Brian,Short,Male,39,England,White Collar,17-Apr,45135.16
100000245,Matt,Graham,Male,31,England,White Collar,17-Apr,9867.56
100000246,Justin,Paterson,Male,30,England,White Collar,17-Apr,4442.71
100000247,Claire,Dickens,Female,33,England,White Collar,17-Apr,14380.27
100000248,James,Miller,Male,37,England,White Collar,17-Apr,4263.53
100000249,Brandon,Bower,Male,43,England,White Collar,17-Apr,32667.33
100000250,Amelia,Mathis,Female,30,England,Blue Collar,17-Apr,13407.54
100000251,Fiona,Jones,Female,33,England,White Collar,17-Apr,57127.03
100000252,Nicholas,Lyman,Male,30,England,White Collar,17-Apr,74588.31
100000253,Lauren,Ball,Female,29,England,White Collar,17-Apr,41237.66
100000254,Stewart,Rees,Male,34,England,White Collar,17-Apr,20276.52
100000255,Diane,Henderson,Female,36,England,Blue Collar,17-Apr,20379
200000256,Julian,Peake,Male,46,Scotland,Blue Collar,17-Apr,29487.25
200000257,Justin,Underwood,Male,36,Scotland,Blue Collar,17-Apr,79483.58
200000258,Owen,McGrath,Male,54,Scotland,Other,17-Apr,2112.92
200000259,Alison,Taylor,Female,50,Scotland,Other,17-Apr,18160.49
200000260,Harry,Walsh,Male,45,Scotland,Blue Collar,17-Apr,26059.74
200000261,Nathan,Howard,Male,47,Scotland,Blue Collar,17-Apr,19177.31
200000262,Zoe,Clarkson,Female,59,Scotland,Other,17-Apr,23550.89
200000263,Gabrielle,Marshall,Female,41,Scotland,Other,17-Apr,87758.52
200000264,Lily,Davies,Female,48,Scotland,Other,17-Apr,10577.52
200000265,Tim,Sanderson,Male,52,Scotland,Blue Collar,17-Apr,45213.63
200000266,Karen,Oliver,Female,28,Scotland,Other,17-Apr,13162.58
200000267,Luke,MacLeod,Male,55,Scotland,Other,17-Apr,36993.45
300000268,James,Oliver,Male,28,Wales,Blue Collar,17-Apr,67180.28
300000269,Gabrielle,Powell,Female,42,Wales,Other,17-Apr,44094.63
300000270,Heather,Black,Female,63,Wales,Other,17-Apr,27020.99
300000271,Carl,Abraham,Male,30,Wales,White Collar,17-Apr,28912.8
400000272,Rose,Blake,Female,25,Northern Ireland,White Collar,17-Apr,48997.63
100000273,Jake,Skinner,Male,41,England,White Collar,18-Apr,41250.67
100000274,Rose,Russell,Female,34,England,Other,18-Apr,111818.28
100000275,Victor,Avery,Male,42,England,White Collar,19-Apr,10114.95
100000276,Brandon,Miller,Male,30,England,Blue Collar,19-Apr,14034.12
100000277,Maria,Arnold,Female,37,England,White Collar,19-Apr,57574.38
100000278,Irene,Vaughan,Female,30,England,Blue Collar,19-Apr,71596.18
100000279,Blake,Alsop,Male,42,England,White Collar,19-Apr,32187.62
100000280,Stephanie,Ogden,Female,31,England,Other,19-Apr,717.13
100000281,Sam,Parsons,Male,37,England,Blue Collar,19-Apr,103875.81
100000282,Theresa,Marshall,Female,29,England,White Collar,20-Apr,70403.65
100000283,Stephanie,Smith,Female,34,England,White Collar,20-Apr,12559.26
100000284,Lily,Hughes,Female,30,England,White Collar,20-Apr,7136.47
100000285,Matt,Black,Male,34,England,White Collar,21-Apr,51792.13
100000286,Ruth,Lambert,Female,31,England,Other,21-Apr,96203.49
100000287,Peter,Lyman,Male,41,England,White Collar,21-Apr,64731.46
100000288,Liam,King,Male,37,England,White Collar,21-Apr,37857
100000289,Olivia,Peake,Female,32,England,White Collar,22-Apr,51470.09
100000290,Joe,May,Male,40,England,White Collar,22-Apr,70357.61
100000291,Wanda,Quinn,Female,21,England,White Collar,22-Apr,5470.79
100000292,Karen,Glover,Female,40,England,White Collar,22-Apr,25248.37
100000293,Nathan,Bond,Male,45,England,Other,22-Apr,65116.98
100000294,Brandon,Morgan,Male,27,England,Other,22-Apr,23668.42
200000295,Tim,Thomson,Male,45,Scotland,Blue Collar,22-Apr,16423.75
100000296,Penelope,Clarkson,Female,31,England,White Collar,23-Apr,50533.23
100000297,Sophie,Thomson,Female,33,England,White Collar,23-Apr,152.91
100000298,Anna,James,Female,26,England,White Collar,23-Apr,14758.38
100000299,Zoe,Johnston,Female,40,England,White Collar,23-Apr,14730.54
200000300,Owen,Smith,Male,53,Scotland,Blue Collar,23-Apr,64309.53
200000301,Joseph,Robertson,Male,41,Scotland,Blue Collar,23-Apr,99190.79
300000302,William,Wilkins,Male,30,Wales,Blue Collar,23-Apr,13597.9
100000303,Brian,Russell,Male,42,England,Blue Collar,24-Apr,122903.78
100000304,Andrea,Jackson,Female,42,England,White Collar,24-Apr,30474.69
100000305,Kevin,Springer,Male,29,England,White Collar,24-Apr,8802.24
100000306,Phil,Grant,Male,32,England,White Collar,24-Apr,60487.89
100000307,Adrian,Hill,Male,33,England,Blue Collar,24-Apr,2457.4
100000308,John,Campbell,Male,43,England,White Collar,24-Apr,33311.31
100000309,Alexander,Edmunds,Male,30,England,White Collar,24-Apr,21296.27
100000310,Felicity,Hodges,Female,33,England,White Collar,24-Apr,60876.78
100000311,Lucas,Avery,Male,30,England,Blue Collar,25-Apr,26572.16
100000312,Blake,Hudson,Male,45,England,Blue Collar,25-Apr,21150.98
100000313,Jessica,Piper,Female,40,England,White Collar,26-Apr,65947.69
100000314,Nicola,Clarkson,Female,31,England,White Collar,26-Apr,86849.17
100000315,Peter,Metcalfe,Male,27,England,Other,26-Apr,7336.33
100000316,Mary,Carr,Female,37,England,White Collar,26-Apr,5611.36
100000317,Liam,Stewart,Male,35,England,White Collar,26-Apr,43790.83
100000318,Anna,MacLeod,Female,43,England,Blue Collar,27-Apr,1537.23
100000319,John,Hemmings,Male,30,England,White Collar,27-Apr,23015.54
100000320,Ryan,Morrison,Male,34,England,White Collar,27-Apr,42984.36
100000321,Adam,Sharp,Male,43,England,Blue Collar,27-Apr,67809.29
100000322,Alison,Lambert,Female,30,England,Other,27-Apr,35117.34
100000323,Joanne,Fisher,Female,21,England,White Collar,27-Apr,45045.19
100000324,David,Newman,Male,54,England,White Collar,27-Apr,33113.21
100000325,Boris,Walker,Male,35,England,Other,28-Apr,41080.73
100000326,Felicity,North,Female,42,England,White Collar,28-Apr,71637.04
100000327,Dominic,Miller,Male,40,England,Other,28-Apr,7463.59
100000328,Megan,Tucker,Female,34,England,White Collar,28-Apr,2016.84
100000329,Deirdre,Coleman,Female,37,England,White Collar,28-Apr,12405.07
100000330,Wendy,Turner,Female,31,England,White Collar,28-Apr,19933.38
100000331,Jonathan,Manning,Male,44,England,White Collar,28-Apr,50015.54
100000332,Carolyn,Churchill,Female,34,England,White Collar,28-Apr,24709.89
200000333,David,Morrison,Male,54,Scotland,Blue Collar,28-Apr,15859.07
100000334,Carolyn,Roberts,Female,33,England,White Collar,29-Apr,41128.52
100000335,Karen,May,Female,42,England,Blue Collar,29-Apr,7583.72
100000336,Tracey,Edmunds,Female,36,England,White Collar,29-Apr,25132.97
100000337,Tracey,Langdon,Female,22,England,White Collar,29-Apr,70526.58
100000338,Jake,Dyer,Male,42,England,White Collar,29-Apr,31273.66
200000339,Theresa,Slater,Female,58,Scotland,Other,29-Apr,33008.01
300000340,Rebecca,Nash,Female,20,Wales,White Collar,29-Apr,1488.04
100000341,Jasmine,Greene,Female,29,England,White Collar,30-Apr,4507.91
100000342,Christian,Jackson,Male,38,England,White Collar,30-Apr,18433.59
100000343,Eric,Vance,Male,33,England,White Collar,30-Apr,30907.61
100000344,Anna,Miller,Female,35,England,White Collar,30-Apr,58807.73
100000345,Benjamin,Ince,Male,36,England,White Collar,30-Apr,10174.7
100000346,Joseph,Buckland,Male,31,England,White Collar,2-May,20570.41
200000347,Jake,Manning,Male,56,Scotland,Other,2-May,70950.09
200000348,Brandon,Anderson,Male,51,Scotland,Other,2-May,27842.09
200000349,Cameron,Duncan,Male,55,Scotland,Blue Collar,2-May,60036.51
200000350,Isaac,Kelly,Male,61,Scotland,Blue Collar,2-May,31920.69
300000351,Nicholas,James,Male,38,Wales,Blue Collar,2-May,48457.2
200000352,Piers,Harris,Male,51,Scotland,White Collar,3-May,90573.15
200000353,Gordon,Ellison,Male,58,Scotland,Blue Collar,3-May,6416.8
200000354,Ian,Kerr,Male,42,Scotland,Other,3-May,13414.22
200000355,Sebastian,Welch,Male,46,Scotland,Blue Collar,3-May,10950.36
200000356,Richard,Hamilton,Male,42,Scotland,Blue Collar,3-May,17740.51
300000357,Mary,Reid,Female,27,Wales,Other,3-May,18106.22
300000358,Simon,Morrison,Male,28,Wales,Blue Collar,3-May,6729.3
400000359,Gabrielle,MacDonald,Female,17,Northern Ireland,Other,3-May,65798.4
100000360,Emma,Fisher,Female,44,England,White Collar,4-May,8118.3
200000361,Charles,Tucker,Male,45,Scotland,Blue Collar,4-May,68256.88
200000362,Joshua,Underwood,Male,52,Scotland,White Collar,4-May,107185.54
200000363,Brandon,Johnston,Male,45,Scotland,Blue Collar,4-May,24064.3
300000364,Katherine,Howard,Female,34,Wales,White Collar,4-May,5654.34
300000365,Dorothy,Butler,Female,28,Wales,Other,4-May,65204.55
300000366,Dorothy,Paige,Female,35,Wales,White Collar,4-May,17495.5
300000367,Karen,Gray,Female,32,Wales,White Collar,4-May,18897.91
400000368,Olivia,Simpson,Female,31,Northern Ireland,Other,4-May,62299.63
100000369,Joan,Quinn,Female,38,England,White Collar,5-May,40010.06
200000370,Joshua,Bond,Male,62,Scotland,Other,5-May,53342.1
200000371,Alan,Kelly,Male,44,Scotland,Other,5-May,6288.73
200000372,Thomas,Martin,Male,54,Scotland,Blue Collar,5-May,20205.92
200000373,Lucas,Gill,Male,39,Scotland,Blue Collar,5-May,16549.43
300000374,John,Underwood,Male,19,Wales,Blue Collar,5-May,94786.37
300000375,Molly,Black,Female,44,Wales,Other,5-May,47772.44
400000376,Megan,Forsyth,Female,28,Northern Ireland,Other,5-May,44349.72
100000377,Samantha,Knox,Female,49,England,Other,6-May,9119.52
